1,4-alpha-glucan branching enzyme 1	GBE1	GLGB_HUMAN
cyclin dependent kinase 13	CDK13	CDK13_HUMAN
cyclin dependent kinase 13	CDK13	Q9BVE2_HUMAN
cyclin dependent kinase 14	CDK14	B4DK59_HUMAN
cyclin dependent kinase 14	CDK14	CDK14_HUMAN
cyclin dependent kinase 14	CDK14	CDK14_HUMAN
cyclin dependent kinase 14	CDK14	CDK14_HUMAN
cyclin dependent kinase 14	CDK14	E7EUK8_HUMAN
cyclin dependent kinase 15	CDK15	CDK15_HUMAN
cyclin dependent kinase 15	CDK15	CDK15_HUMAN
cyclin dependent kinase 15	CDK15	CDK15_HUMAN
cyclin dependent kinase 15	CDK15	CDK15_HUMAN
cyclin dependent kinase 15	CDK15	CDK15_HUMAN
cyclin dependent kinase 16	CDK16	A0A024R183_HUMAN
cyclin dependent kinase 16	CDK16	CDK16_HUMAN
cyclin dependent kinase 16	CDK16	CDK16_HUMAN
cyclin dependent kinase 16	CDK16	CDK16_HUMAN
cyclin dependent kinase 16	CDK16	Q9BRL4_HUMAN
cyclin dependent kinase 17	CDK17	CDK17_HUMAN
cyclin dependent kinase 17	CDK17	CDK17_HUMAN
cyclin dependent kinase 18	CDK18	A0A024R980_HUMAN
cyclin dependent kinase 18	CDK18	CDK18_HUMAN
cyclin dependent kinase 18	CDK18	CDK18_HUMAN
cyclin dependent kinase 19	CDK19	B4DUB1_HUMAN
cyclin dependent kinase 19	CDK19	CDK19_HUMAN
cyclin dependent kinase 19	CDK19	CDK19_HUMAN
cyclin dependent kinase 19	CDK19	I6W807_HUMAN
cyclin dependent kinase 2	CDK2	A0A024RB10_HUMAN
cyclin dependent kinase 2	CDK2	B4DDL9_HUMAN
cyclin dependent kinase 2	CDK2	CDK2_HUMAN
cyclin dependent kinase 2	CDK2	CDK2_HUMAN
cyclin dependent kinase 2	CDK2	E7ESI2_HUMAN
cyclin dependent kinase 2	CDK2	G3V5T9_HUMAN
cyclin dependent kinase 2 associated protein 2	CDK2AP2	CDKA2_HUMAN
cyclin dependent kinase 2 interacting protein	CINP	CINP_HUMAN
cyclin dependent kinase 2 interacting protein	CINP	CINP_HUMAN
cyclin dependent kinase 2 interacting protein	CINP	CINP_HUMAN
cyclin dependent kinase 20	CDK20	A0A0S2Z562_HUMAN
cyclin dependent kinase 20	CDK20	CDK20_HUMAN
cyclin dependent kinase 20	CDK20	CDK20_HUMAN
cyclin dependent kinase 20	CDK20	CDK20_HUMAN
cyclin dependent kinase 20	CDK20	CDK20_HUMAN
cyclin dependent kinase 20	CDK20	CDK20_HUMAN
cyclin dependent kinase 3	CDK3	CDK3_HUMAN
cyclin dependent kinase 4	CDK4	CDK4_HUMAN
cyclin dependent kinase 4	CDK4	CDK4_HUMAN
cyclin dependent kinase 5	CDK5	CDK5_HUMAN
cyclin dependent kinase 5	CDK5	CDK5_HUMAN
cyclin dependent kinase 5 regulatory subunit 1	CDK5R1	CD5R1_HUMAN
cyclin dependent kinase 5 regulatory subunit 1	CDK5R1	Q8N619_HUMAN
cyclin dependent kinase 5 regulatory subunit 2	CDK5R2	CD5R2_HUMAN
cyclin dependent kinase 6	CDK6	CDK6_HUMAN
cyclin dependent kinase 7	CDK7	CDK7_HUMAN
cyclin dependent kinase 7	CDK7	D6R9G1_HUMAN
cyclin dependent kinase 7	CDK7	D6RFL0_HUMAN
cyclin dependent kinase 8	CDK8	CDK8_HUMAN
cyclin dependent kinase 8	CDK8	CDK8_HUMAN
cyclin dependent kinase 9	CDK9	CDK9_HUMAN
cyclin dependent kinase 9	CDK9	CDK9_HUMAN
cyclin dependent kinase inhibitor 1A	CDKN1A	CDN1A_HUMAN
cyclin dependent kinase inhibitor 1B	CDKN1B	CDN1B_HUMAN
cyclin dependent kinase inhibitor 1C	CDKN1C	CDN1C_HUMAN
cyclin dependent kinase inhibitor 1C	CDKN1C	CDN1C_HUMAN
cyclin dependent kinase inhibitor 2A	CDKN2A	ARF_HUMAN
cyclin dependent kinase inhibitor 2A	CDKN2A	ARF_HUMAN
cyclin dependent kinase inhibitor 2A	CDKN2A	CDN2A_HUMAN
cyclin dependent kinase inhibitor 2A	CDKN2A	CDN2A_HUMAN
cyclin dependent kinase inhibitor 2A	CDKN2A	CDN2A_HUMAN
cyclin dependent kinase inhibitor 2A	CDKN2A	CDN2A_HUMAN
cyclin dependent kinase inhibitor 2B	CDKN2B	CDN2B_HUMAN
cyclin dependent kinase inhibitor 2B	CDKN2B	CDN2B_HUMAN
cyclin dependent kinase inhibitor 2C	CDKN2C	CDN2C_HUMAN
cyclin dependent kinase inhibitor 2D	CDKN2D	CDN2D_HUMAN
cyclin dependent kinase inhibitor 3	CDKN3	CDKN3_HUMAN
cyclin dependent kinase inhibitor 3	CDKN3	CDKN3_HUMAN
cyclin dependent kinase inhibitor 3	CDKN3	G3V2J7_HUMAN
cyclin dependent kinase like 1	CDKL1	A0A5H1ZRP5_HUMAN
cyclin dependent kinase like 1	CDKL1	CDKL1_HUMAN
cyclin dependent kinase like 1	CDKL1	CDKL1_HUMAN
cyclin dependent kinase like 1	CDKL1	CDKL1_HUMAN
cyclin dependent kinase like 2	CDKL2	B4DH08_HUMAN
cyclin dependent kinase like 2	CDKL2	CDKL2_HUMAN
cyclin dependent kinase like 2	CDKL2	J3KNE8_HUMAN
cyclin dependent kinase like 3	CDKL3	B4DX41_HUMAN
cyclin dependent kinase like 3	CDKL3	CDKL3_HUMAN
cyclin dependent kinase like 3	CDKL3	CDKL3_HUMAN
cyclin dependent kinase like 4	CDKL4	CDKL4_HUMAN
cyclin dependent kinase like 4	CDKL4	CDKL4_HUMAN
cyclin dependent kinase like 5	CDKL5	CDKL5_HUMAN
cyclin dependent kinase like 5	CDKL5	CDKL5_HUMAN
cylicin 1	CYLC1	A0A087WXC8_HUMAN
cylicin 1	CYLC1	CYLC1_HUMAN
cylicin 2	CYLC2	CYLC2_HUMAN
cystathionine beta-synthase	CBS	B7Z2D6_HUMAN
cystathionine beta-synthase	CBS	CBS_HUMAN
cystathionine beta-synthase	CBS	CBS_HUMAN
cystathionine beta-synthase like	LOC102724560	CBS_HUMAN
cystathionine beta-synthase like	LOC102724560	CBS_HUMAN
cystatin 11	CST11	CST11_HUMAN
cystatin 11	CST11	CST11_HUMAN
cystatin 8	CST8	CST8_HUMAN
cystatin 9	CST9	CST9_HUMAN
cystatin 9 like	CST9L	CST9L_HUMAN
cystatin A	CSTA	CYTA_HUMAN
cystatin B	CSTB	CYTB_HUMAN
cystatin C	CST3	CYTC_HUMAN
cystatin D	CST5	CYTD_HUMAN
cystatin E/M	CST6	CYTM_HUMAN
cystatin F	CST7	CYTF_HUMAN
cystatin S	CST4	CYTS_HUMAN
cystatin SA	CST2	CYTT_HUMAN
cystatin SN	CST1	CYTN_HUMAN
cystatin like 1	CSTL1	CSTL1_HUMAN
cysteine and glycine rich protein 1	CSRP1	B4DY28_HUMAN
cysteine and glycine rich protein 1	CSRP1	CSRP1_HUMAN
cysteine and glycine rich protein 2	CSRP2	CSRP2_HUMAN
cysteine and glycine rich protein 3	CSRP3	CSRP3_HUMAN
cysteine and glycine rich protein 3	CSRP3	CSRP3_HUMAN
cysteine and histidine rich 1	CYHR1	CYHR1_HUMAN
cysteine and histidine rich 1	CYHR1	CYHR1_HUMAN
cysteine and histidine rich 1	CYHR1	CYHR1_HUMAN
cysteine and histidine rich 1	CYHR1	CYHR1_HUMAN
cysteine and histidine rich 1	CYHR1	E9PJD7_HUMAN
cysteine and histidine rich domain containing 1	CHORDC1	CHRD1_HUMAN
cysteine and histidine rich domain containing 1	CHORDC1	CHRD1_HUMAN
cysteine and serine rich nuclear protein 1	CSRNP1	CSRN1_HUMAN
cysteine and serine rich nuclear protein 2	CSRNP2	CSRN2_HUMAN
cysteine and serine rich nuclear protein 3	CSRNP3	CSRN3_HUMAN
cysteine and serine rich nuclear protein 3	CSRNP3	CSRN3_HUMAN
cysteine and serine rich nuclear protein 3	CSRNP3	J3KQ49_HUMAN
cysteine and tyrosine rich 1	CYYR1	CYYR1_HUMAN
cysteine and tyrosine rich 1	CYYR1	CYYR1_HUMAN
cysteine and tyrosine rich 1	CYYR1	CYYR1_HUMAN
cysteine and tyrosine rich 1	CYYR1	CYYR1_HUMAN
cysteine and tyrosine rich 1	CYYR1	CYYR1_HUMAN
cysteine and tyrosine rich 1	CYYR1	CYYR1_HUMAN
cysteine and tyrosine rich 1	CYYR1	D3DSD4_HUMAN
cysteine dioxygenase type 1	CDO1	CDO1_HUMAN
cysteine rich C-terminal 1	CRCT1	CRCT1_HUMAN
cysteine rich DPF motif domain containing 1	CDPF1	CDPF1_HUMAN
cysteine rich hydrophobic domain 1	CHIC1	CHIC1_HUMAN
cysteine rich hydrophobic domain 1	CHIC1	CHIC1_HUMAN
cysteine rich hydrophobic domain 2	CHIC2	CHIC2_HUMAN
cysteine rich protein 1	CRIP1	CRIP1_HUMAN
cysteine rich protein 2	CRIP2	CRIP2_HUMAN
cysteine rich protein 2	CRIP2	CRIP2_HUMAN
cysteine rich protein 3	CRIP3	CRIP3_HUMAN
cysteine rich protein 3	CRIP3	CRIP3_HUMAN
cysteine rich protein 3	CRIP3	CRIP3_HUMAN
cysteine rich protein 3	CRIP3	CRIP3_HUMAN
cysteine rich secretory protein 1	CRISP1	CRIS1_HUMAN
cysteine rich secretory protein 1	CRISP1	CRIS1_HUMAN
cysteine rich secretory protein 2	CRISP2	CRIS2_HUMAN
cysteine rich secretory protein 2	CRISP2	CRIS2_HUMAN
cysteine rich secretory protein 3	CRISP3	CRIS3_HUMAN
cysteine rich secretory protein 3	CRISP3	CRIS3_HUMAN
cysteine rich secretory protein 3	CRISP3	CRIS3_HUMAN
cysteine rich secretory protein LCCL domain containing 1	CRISPLD1	B7Z8V9_HUMAN
cysteine rich secretory protein LCCL domain containing 1	CRISPLD1	CRLD1_HUMAN
cysteine rich secretory protein LCCL domain containing 1	CRISPLD1	CRLD1_HUMAN
cysteine rich secretory protein LCCL domain containing 2	CRISPLD2	CRLD2_HUMAN
cysteine rich secretory protein LCCL domain containing 2	CRISPLD2	CRLD2_HUMAN
cysteine rich secretory protein LCCL domain containing 2	CRISPLD2	CRLD2_HUMAN
cysteine rich secretory protein LCCL domain containing 2	CRISPLD2	CRLD2_HUMAN
cysteine rich secretory protein LCCL domain containing 2	CRISPLD2	CRLD2_HUMAN
cysteine rich tail 1	CYSRT1	B8A4K4_HUMAN
cysteine rich transmembrane BMP regulator 1	CRIM1	CRIM1_HUMAN
cysteine rich transmembrane module containing 1	CYSTM1	CYTM1_HUMAN
cysteine rich with EGF like domains 1	CRELD1	A0A024R2G1_HUMAN
cysteine rich with EGF like domains 1	CRELD1	CREL1_HUMAN
cysteine rich with EGF like domains 1	CRELD1	CREL1_HUMAN
cysteine rich with EGF like domains 2	CRELD2	CREL2_HUMAN
cysteine rich with EGF like domains 2	CRELD2	CREL2_HUMAN
cysteine rich with EGF like domains 2	CRELD2	CREL2_HUMAN
cysteine rich with EGF like domains 2	CRELD2	CREL2_HUMAN
cysteine rich with EGF like domains 2	CRELD2	CREL2_HUMAN
cysteine rich with EGF like domains 2	CRELD2	CREL2_HUMAN
cysteine sulfinic acid decarboxylase	CSAD	CSAD_HUMAN
cysteine sulfinic acid decarboxylase	CSAD	CSAD_HUMAN
cysteine sulfinic acid decarboxylase	CSAD	CSAD_HUMAN
cysteine sulfinic acid decarboxylase	CSAD	Q96JQ3_HUMAN
cysteinyl leukotriene receptor 1	CYSLTR1	CLTR1_HUMAN
cysteinyl leukotriene receptor 2	CYSLTR2	CLTR2_HUMAN
cysteinyl-tRNA synthetase 1	CARS1	B4DPV7_HUMAN
cysteinyl-tRNA synthetase 1	CARS1	SYCC_HUMAN
cysteinyl-tRNA synthetase 1	CARS1	SYCC_HUMAN
cysteinyl-tRNA synthetase 1	CARS1	SYCC_HUMAN
cysteinyl-tRNA synthetase 2, mitochondrial	CARS2	B7Z7E6_HUMAN
cysteinyl-tRNA synthetase 2, mitochondrial	CARS2	SYCM_HUMAN
cystin 1	CYS1	CYS1_HUMAN
cystinosin, lysosomal cystine transporter	CTNS	CTNS_HUMAN
cystinosin, lysosomal cystine transporter	CTNS	CTNS_HUMAN
cystinosin, lysosomal cystine transporter	CTNS	I3L4A9_HUMAN
cytidine and dCMP deaminase domain containing 1	CDADC1	CDAC1_HUMAN
cytidine and dCMP deaminase domain containing 1	CDADC1	CDAC1_HUMAN
cytidine and dCMP deaminase domain containing 1	CDADC1	CDAC1_HUMAN
cytidine and dCMP deaminase domain containing 1	CDADC1	CDAC1_HUMAN
cytidine monophosphate N-acetylneuraminic acid synthetase	CMAS	NEUA_HUMAN
cytidine monophosphate N-acetylneuraminic acid synthetase	CMAS	NEUA_HUMAN
cytidine/uridine monophosphate kinase 1	CMPK1	A0A494BXC7_HUMAN
cytidine/uridine monophosphate kinase 1	CMPK1	KCY_HUMAN
cytidine/uridine monophosphate kinase 1	CMPK1	KCY_HUMAN
cytidine/uridine monophosphate kinase 1	CMPK1	KCY_HUMAN
cytidine/uridine monophosphate kinase 2	CMPK2	CMPK2_HUMAN
cytidine/uridine monophosphate kinase 2	CMPK2	CMPK2_HUMAN
cytidine/uridine monophosphate kinase 2	CMPK2	CMPK2_HUMAN
cytidine/uridine monophosphate kinase 2	CMPK2	CMPK2_HUMAN
cytochrome P450 family 1 subfamily A member 1	CYP1A1	CP1A1_HUMAN
cytochrome P450 family 1 subfamily A member 1	CYP1A1	CP1A1_HUMAN
cytochrome P450 family 1 subfamily A member 1	CYP1A1	CP1A1_HUMAN
cytochrome P450 family 1 subfamily A member 1	CYP1A1	E7EMT5_HUMAN
cytochrome P450 family 1 subfamily A member 2	CYP1A2	CP1A2_HUMAN
cytochrome P450 family 1 subfamily B member 1	CYP1B1	CP1B1_HUMAN
cytochrome P450 family 1 subfamily B member 1	CYP1B1	Q53TK1_HUMAN
cytochrome P450 family 11 subfamily A member 1	CYP11A1	CP11A_HUMAN
cytochrome P450 family 11 subfamily A member 1	CYP11A1	CP11A_HUMAN
cytochrome P450 family 11 subfamily B member 1	CYP11B1	C11B1_HUMAN
cytochrome P450 family 11 subfamily B member 1	CYP11B1	C11B1_HUMAN
cytochrome P450 family 11 subfamily B member 1	CYP11B1	Q8TDD0_HUMAN
cytochrome P450 family 11 subfamily B member 2	CYP11B2	C11B2_HUMAN
cytochrome P450 family 17 subfamily A member 1	CYP17A1	CP17A_HUMAN
cytochrome P450 family 19 subfamily A member 1	CYP19A1	A8K6W3_HUMAN
cytochrome P450 family 19 subfamily A member 1	CYP19A1	CP19A_HUMAN
cytochrome P450 family 19 subfamily A member 1	CYP19A1	CP19A_HUMAN
cytochrome P450 family 19 subfamily A member 1	CYP19A1	Q8IYG4_HUMAN
cytochrome P450 family 19 subfamily A member 1	CYP19A1	Q8TCA4_HUMAN
cytochrome P450 family 2 subfamily A member 13	CYP2A13	CP2AD_HUMAN
cytochrome P450 family 2 subfamily A member 6	CYP2A6	CP2A6_HUMAN
cytochrome P450 family 2 subfamily A member 7	CYP2A7	CP2A7_HUMAN
cytochrome P450 family 2 subfamily A member 7	CYP2A7	F8W816_HUMAN
cytochrome P450 family 2 subfamily B member 6	CYP2B6	CP2B6_HUMAN
cytochrome P450 family 2 subfamily B member 6	CYP2B6	CP2B6_HUMAN
cytochrome P450 family 2 subfamily C member 18	CYP2C18	CP2CI_HUMAN
cytochrome P450 family 2 subfamily C member 18	CYP2C18	CP2CI_HUMAN
cytochrome P450 family 2 subfamily C member 19	CYP2C19	CP2CJ_HUMAN
cytochrome P450 family 2 subfamily C member 8	CYP2C8	B7Z1F5_HUMAN
cytochrome P450 family 2 subfamily C member 8	CYP2C8	CP2C8_HUMAN
cytochrome P450 family 2 subfamily C member 8	CYP2C8	CP2C8_HUMAN
cytochrome P450 family 2 subfamily C member 9	CYP2C9	CP2C9_HUMAN
cytochrome P450 family 2 subfamily C member 9	CYP2C9	CP2C9_HUMAN
cytochrome P450 family 2 subfamily D member 6	CYP2D6	CP2D6_HUMAN
cytochrome P450 family 2 subfamily D member 6	CYP2D6	CP2D6_HUMAN
cytochrome P450 family 2 subfamily E member 1	CYP2E1	CP2E1_HUMAN
cytochrome P450 family 2 subfamily F member 1	CYP2F1	CP2F1_HUMAN
cytochrome P450 family 2 subfamily F member 1	CYP2F1	CP2F1_HUMAN
cytochrome P450 family 2 subfamily J member 2	CYP2J2	CP2J2_HUMAN
cytochrome P450 family 2 subfamily R member 1	CYP2R1	CP2R1_HUMAN
cytochrome P450 family 2 subfamily S member 1	CYP2S1	CP2S1_HUMAN
cytochrome P450 family 2 subfamily S member 1	CYP2S1	CP2S1_HUMAN
cytochrome P450 family 2 subfamily U member 1	CYP2U1	CP2U1_HUMAN
cytochrome P450 family 2 subfamily U member 1	CYP2U1	CP2U1_HUMAN
cytochrome P450 family 2 subfamily W member 1	CYP2W1	CP2W1_HUMAN
cytochrome P450 family 20 subfamily A member 1	CYP20A1	CP20A_HUMAN
cytochrome P450 family 20 subfamily A member 1	CYP20A1	CP20A_HUMAN
cytochrome P450 family 21 subfamily A member 2	CYP21A2	CP21A_HUMAN
cytochrome P450 family 21 subfamily A member 2	CYP21A2	CP21A_HUMAN
cytochrome P450 family 21 subfamily A member 2	CYP21A2	Q08AG9_HUMAN
cytochrome P450 family 21 subfamily A member 2	CYP21A2	Q16874_HUMAN
cytochrome P450 family 24 subfamily A member 1	CYP24A1	CP24A_HUMAN
cytochrome P450 family 24 subfamily A member 1	CYP24A1	CP24A_HUMAN
cytochrome P450 family 24 subfamily A member 1	CYP24A1	CP24A_HUMAN
cytochrome P450 family 26 subfamily A member 1	CYP26A1	CP26A_HUMAN
cytochrome P450 family 26 subfamily A member 1	CYP26A1	CP26A_HUMAN
cytochrome P450 family 26 subfamily B member 1	CYP26B1	CP26B_HUMAN
cytochrome P450 family 26 subfamily B member 1	CYP26B1	CP26B_HUMAN
cytochrome P450 family 26 subfamily B member 1	CYP26B1	CP26B_HUMAN
cytochrome P450 family 26 subfamily B member 1	CYP26B1	E7ER08_HUMAN
cytochrome P450 family 26 subfamily C member 1	CYP26C1	CP26C_HUMAN
cytochrome P450 family 27 subfamily A member 1	CYP27A1	CP27A_HUMAN
cytochrome P450 family 27 subfamily B member 1	CYP27B1	CP27B_HUMAN
cytochrome P450 family 27 subfamily C member 1	CYP27C1	A1P3N0_HUMAN
cytochrome P450 family 27 subfamily C member 1	CYP27C1	C27C1_HUMAN
cytochrome P450 family 27 subfamily C member 1	CYP27C1	C27C1_HUMAN
cytochrome P450 family 3 subfamily A member 4	CYP3A4	CP3A4_HUMAN
cytochrome P450 family 3 subfamily A member 43	CYP3A43	CP343_HUMAN
cytochrome P450 family 3 subfamily A member 43	CYP3A43	CP343_HUMAN
cytochrome P450 family 3 subfamily A member 43	CYP3A43	CP343_HUMAN
cytochrome P450 family 3 subfamily A member 43	CYP3A43	CP343_HUMAN
cytochrome P450 family 3 subfamily A member 43	CYP3A43	CP343_HUMAN
cytochrome P450 family 3 subfamily A member 5	CYP3A5	B7Z3P6_HUMAN
cytochrome P450 family 3 subfamily A member 5	CYP3A5	CP3A5_HUMAN
cytochrome P450 family 3 subfamily A member 5	CYP3A5	CP3A5_HUMAN
cytochrome P450 family 3 subfamily A member 7	CYP3A7	CP3A7_HUMAN
cytochrome P450 family 3 subfamily A member 7	CYP3A7	CP3A7_HUMAN
cytochrome P450 family 39 subfamily A member 1	CYP39A1	A0A087WTD2_HUMAN
cytochrome P450 family 39 subfamily A member 1	CYP39A1	B7Z786_HUMAN
cytochrome P450 family 39 subfamily A member 1	CYP39A1	CP39A_HUMAN
cytochrome P450 family 4 subfamily A member 11	CYP4A11	CP4AB_HUMAN
cytochrome P450 family 4 subfamily A member 11	CYP4A11	CP4AB_HUMAN
cytochrome P450 family 4 subfamily A member 22	CYP4A22	A0A087WZX9_HUMAN
cytochrome P450 family 4 subfamily A member 22	CYP4A22	A5PKT5_HUMAN
cytochrome P450 family 4 subfamily A member 22	CYP4A22	A5PL05_HUMAN
cytochrome P450 family 4 subfamily A member 22	CYP4A22	CP4AM_HUMAN
cytochrome P450 family 4 subfamily A member 22	CYP4A22	CP4AM_HUMAN
cytochrome P450 family 4 subfamily A member 22	CYP4A22	Q5TCH5_HUMAN
cytochrome P450 family 4 subfamily B member 1	CYP4B1	B4DV41_HUMAN
cytochrome P450 family 4 subfamily B member 1	CYP4B1	CP4B1_HUMAN
cytochrome P450 family 4 subfamily B member 1	CYP4B1	CP4B1_HUMAN
cytochrome P450 family 4 subfamily B member 1	CYP4B1	Q8IZB0_HUMAN
cytochrome P450 family 4 subfamily F member 11	CYP4F11	CP4FB_HUMAN
cytochrome P450 family 4 subfamily F member 12	CYP4F12	CP4FC_HUMAN
cytochrome P450 family 4 subfamily F member 12	CYP4F12	CP4FC_HUMAN
cytochrome P450 family 4 subfamily F member 2	CYP4F2	CP4F2_HUMAN
cytochrome P450 family 4 subfamily F member 2	CYP4F2	CP4F2_HUMAN
cytochrome P450 family 4 subfamily F member 22	CYP4F22	CP4FN_HUMAN
cytochrome P450 family 4 subfamily F member 3	CYP4F3	A0A024R7I2_HUMAN
cytochrome P450 family 4 subfamily F member 3	CYP4F3	CP4F3_HUMAN
cytochrome P450 family 4 subfamily F member 3	CYP4F3	CP4F3_HUMAN
cytochrome P450 family 4 subfamily F member 8	CYP4F8	CP4F8_HUMAN
cytochrome P450 family 4 subfamily V member 2	CYP4V2	CP4V2_HUMAN
cytochrome P450 family 4 subfamily V member 2	CYP4V2	CP4V2_HUMAN
cytochrome P450 family 4 subfamily X member 1	CYP4X1	CP4X1_HUMAN
cytochrome P450 family 4 subfamily X member 1	CYP4X1	CP4X1_HUMAN
cytochrome P450 family 4 subfamily X member 1	CYP4X1	CP4X1_HUMAN
cytochrome P450 family 4 subfamily Z member 1	CYP4Z1	CP4Z1_HUMAN
cytochrome P450 family 46 subfamily A member 1	CYP46A1	CP46A_HUMAN
cytochrome P450 family 46 subfamily A member 1	CYP46A1	CP46A_HUMAN
cytochrome P450 family 46 subfamily A member 1	CYP46A1	CP46A_HUMAN
cytochrome P450 family 51 subfamily A member 1	CYP51A1	CP51A_HUMAN
cytochrome P450 family 51 subfamily A member 1	CYP51A1	CP51A_HUMAN
cytochrome P450 family 7 subfamily A member 1	CYP7A1	CP7A1_HUMAN
cytochrome P450 family 7 subfamily B member 1	CYP7B1	CP7B1_HUMAN
cytochrome P450 family 8 subfamily B member 1	CYP8B1	CP8B1_HUMAN
cytochrome b reductase 1	CYBRD1	CYBR1_HUMAN
cytochrome b reductase 1	CYBRD1	CYBR1_HUMAN
cytochrome b reductase 1	CYBRD1	CYBR1_HUMAN
cytochrome b-245 alpha chain	CYBA	B4DT46_HUMAN
cytochrome b-245 alpha chain	CYBA	CY24A_HUMAN
cytochrome b-245 alpha chain	CYBA	H3BNP7_HUMAN
cytochrome b-245 beta chain	CYBB	CY24B_HUMAN
cytochrome b-245 chaperone 1	CYBC1	CYBC1_HUMAN
cytochrome b-245 chaperone 1	CYBC1	CYBC1_HUMAN
cytochrome b5 domain containing 1	CYB5D1	CB5D1_HUMAN
cytochrome b5 domain containing 1	CYB5D1	CB5D1_HUMAN
cytochrome b5 domain containing 2	CYB5D2	NEUFC_HUMAN
cytochrome b5 domain containing 2	CYB5D2	NEUFC_HUMAN
cytochrome b5 reductase 1	CYB5R1	NB5R1_HUMAN
cytochrome b5 reductase 2	CYB5R2	A8K237_HUMAN
cytochrome b5 reductase 2	CYB5R2	NB5R2_HUMAN
cytochrome b5 reductase 2	CYB5R2	NB5R2_HUMAN
cytochrome b5 reductase 3	CYB5R3	NB5R3_HUMAN
cytochrome b5 reductase 3	CYB5R3	NB5R3_HUMAN
cytochrome b5 reductase 3	CYB5R3	NB5R3_HUMAN
cytochrome b5 reductase 4	CYB5R4	NB5R4_HUMAN
cytochrome b5 reductase like	CYB5RL	NB5R5_HUMAN
cytochrome b5 reductase like	CYB5RL	NB5R5_HUMAN
cytochrome b5 reductase like	CYB5RL	NB5R5_HUMAN
cytochrome b5 type A	CYB5A	CYB5_HUMAN
cytochrome b5 type A	CYB5A	CYB5_HUMAN
cytochrome b5 type A	CYB5A	CYB5_HUMAN
cytochrome b5 type B	CYB5B	CYB5B_HUMAN
cytochrome b561	CYB561	B3KTA1_HUMAN
cytochrome b561	CYB561	CY561_HUMAN
cytochrome b561	CYB561	CY561_HUMAN
cytochrome b561	CYB561	J3QRH5_HUMAN
cytochrome b561 family member A3	CYB561A3	CYAC3_HUMAN
cytochrome b561 family member A3	CYB561A3	CYAC3_HUMAN
cytochrome b561 family member A3	CYB561A3	F5H1Q2_HUMAN
cytochrome b561 family member D1	CYB561D1	B4DR38_HUMAN
cytochrome b561 family member D1	CYB561D1	B4E0W0_HUMAN
cytochrome b561 family member D1	CYB561D1	C56D1_HUMAN
cytochrome b561 family member D1	CYB561D1	C56D1_HUMAN
cytochrome b561 family member D1	CYB561D1	C56D1_HUMAN
cytochrome b561 family member D1	CYB561D1	C56D1_HUMAN
cytochrome b561 family member D1	CYB561D1	C56D1_HUMAN
cytochrome b561 family member D1	CYB561D1	Q6ZQS1_HUMAN
cytochrome b561 family member D2	CYB561D2	C56D2_HUMAN
cytochrome c oxidase assembly factor 1	COA1	COA1_HUMAN
cytochrome c oxidase assembly factor 1	COA1	F2Z2J3_HUMAN
cytochrome c oxidase assembly factor 3	COA3	COA3_HUMAN
cytochrome c oxidase assembly factor 4 homolog	COA4	COA4_HUMAN
cytochrome c oxidase assembly factor 4 homolog	COA4	COA4_HUMAN
cytochrome c oxidase assembly factor 5	COA5	COA5_HUMAN
cytochrome c oxidase assembly factor 7	COA7	COA7_HUMAN
cytochrome c oxidase assembly factor 8	COA8	COA8_HUMAN
cytochrome c oxidase assembly factor 8	COA8	COA8_HUMAN
cytochrome c oxidase assembly factor COX14	COX14	COX14_HUMAN
cytochrome c oxidase assembly factor COX16	COX16	COX16_HUMAN
cytochrome c oxidase assembly factor COX18	COX18	B7ZL88_HUMAN
cytochrome c oxidase assembly factor COX18	COX18	COX18_HUMAN
cytochrome c oxidase assembly factor COX18	COX18	COX18_HUMAN
cytochrome c oxidase assembly factor COX18	COX18	COX18_HUMAN
cytochrome c oxidase assembly factor COX18	COX18	COX18_HUMAN
cytochrome c oxidase assembly factor COX19	COX19	COX19_HUMAN
cytochrome c oxidase assembly factor COX20	COX20	COX20_HUMAN
cytochrome c oxidase assembly factor COX20	COX20	COX20_HUMAN
cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	COX10	COX10_HUMAN
cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	COX10	COX10_HUMAN
cytochrome c oxidase assembly homolog COX15	COX15	B4DQM2_HUMAN
cytochrome c oxidase assembly homolog COX15	COX15	COX15_HUMAN
cytochrome c oxidase assembly homolog COX15	COX15	COX15_HUMAN
cytochrome c oxidase copper chaperone COX11	COX11	B4DEY8_HUMAN
cytochrome c oxidase copper chaperone COX11	COX11	B4DI26_HUMAN
cytochrome c oxidase copper chaperone COX11	COX11	COX11_HUMAN
cytochrome c oxidase copper chaperone COX11	COX11	COX11_HUMAN
cytochrome c oxidase copper chaperone COX17	COX17	COX17_HUMAN
cytochrome c oxidase subunit 4I1	COX4I1	COX41_HUMAN
cytochrome c oxidase subunit 4I1	COX4I1	H3BNV9_HUMAN
cytochrome c oxidase subunit 4I1	COX4I1	Q86WV2_HUMAN
cytochrome c oxidase subunit 4I2	COX4I2	COX42_HUMAN
cytochrome c oxidase subunit 5A	COX5A	COX5A_HUMAN
cytochrome c oxidase subunit 5B	COX5B	COX5B_HUMAN
cytochrome c oxidase subunit 6A1	COX6A1	CX6A1_HUMAN
